Tweet ID,Usuario,Contenido,Fecha,Lenguaje,Sentimiento,texto_limpio
768138258987573248,RORROKIKI,"@RarrochaR bien dicho Roberto,  las cosas por su nombre,  porque nadie dice cola cado ",2016-08-23 17:30:06,es,positive,bien dicho roberto cosas nombre nadie dice cola cado
768135201386065920,arual_helike,"me acaba de seguir una página para ligar por gustos musicales.
sé que estoy sola pero ",2016-08-23 17:17:57,es,negative,acaba seguir página ligar gustos musicales sé sola
768142391639433221,NicolJapon,Tengo una hermana que con ella no me puedo aburrir jaja creo que todas las gilipolleces las ha aprendido de mí. Es como una segunda Nicky ,2016-08-23 17:46:32,es,positive,hermana puedo aburrir jaja creo todas gilipolleces aprendido segunda nicky
767835844904382464,nikoporu,@FannyGEnguix estarás super mona  cuando pueda lo miraré yo también. Me molaría grupal de 'chicas Spidey',2016-08-22 21:28:25,es,positive,super mona pueda miraré molaría grupal chicas spidey
767884595278782465,Zackiecobain,"@EstherSwaggy ¿haces también la misma carrera? Jo, igual de una comunidad a otra cambian, be positive ",2016-08-23 00:42:08,es,neutral,haces misma carrera jo igual comunidad cambian be positive
767875344254832644,patataconsalsa,@Polifack yo es que me asustó muy fácil con el rollo paranormal ,2016-08-23 00:05:23,es,negative,asustó fácil rollo paranormal
767877851848802306,KaichiZick95,"@BroomKurosawa pues descansa tío, si se pone grave la cosa no podrás jugar en muchísimo tiempo ",2016-08-23 00:15:21,es,negative,pues descansa tío si pone grave cosa podrás jugar muchísimo tiempo
767877566992674816,HectorMann8,@cantabriamiguel @Fabiana_tfp @elmundoes @larazon_es @elpais_espana n escarmentams a ver si van a ser mismas encueshshtasshs eh @ierrejon ,2016-08-23 00:14:13,es,negative,n escarmentams ver si van ser mismas encueshshtasshs eh
767883067952394240,crisurbano16,Sara piensa q vivo rayada xq me duermo escuchando a beret y weno ,2016-08-23 00:36:04,es,negative,sara piensa q vivo rayada xq duermo escuchando beret weno
767882830282194945,ndrlag,yo con un mensaje de buenos días y un corazón soy feliz ,2016-08-23 00:35:07,es,positive,mensaje buenos días corazón feliz
767878422261628928,AntoniBenitoBou,@anhela_ @Maxferibar @elprogramadear @PSOE así es compañera. Un fuerte abrazo! ,2016-08-23 00:17:37,es,positive,así compañera fuerte abrazo
767672110835728384,Fran87bcn,@NormaRuiz01 Y tú tan estupenda como siempre!! Besitos y feliz día!! ,2016-08-22 10:37:48,es,positive,tan estupenda siempre besitos feliz día
767670654757896192,JonesWeirdo,al menos con ftwd se me hace más ameno esperar a twd en Octubre ,2016-08-22 10:32:01,es,positive,menos ftwd hace ameno esperar twd octubre
767670496909492225,XionSun,@FunInFvneral qué burrada pusieron hoy?? Que llevo meses bloqueada por otra heterada y me lo perdí ,2016-08-22 10:31:23,es,negative,burrada pusieron hoy llevo meses bloqueada heterada perdí
767756761025634304,Martuskiya,@NuriStill @MartuBlackRed pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. No pasa nada.,2016-08-22 16:14:10,es,neutral,pues si haré sigo haciendo haga quiera pasa
767759320083755008,shawnsizzler,"es que todos los que dicen que los que escuchamos a ""los gemeliers"" somos adolescentes de mierda son los primeros adolescentes de mierda ",2016-08-22 16:24:20,es,negative,dicen escuchamos gemeliers adolescentes mierda primeros adolescentes mierda
767758700169879552,LvgiaKai,Hay videos que no se envían porque no tengo espacio en el móvil así que lo siento ,2016-08-22 16:21:53,es,negative,videos envían espacio móvil así siento
767758669467484160,AgoYaMo,"2h y 31m para que acabe tu descarga 
Me cago en mi puta vida.",2016-08-22 16:21:45,es,negative,2h 31m acabe descarga cago puta vida
767761656197906433,iruri,"@txispitabi no te había reconocido en este perfil  El placer es mutuo, guapa!",2016-08-22 16:33:37,es,positive,reconocido perfil placer mutuo guapa
767756456166817792,Martuskiya,@ConsueCaballer jajajajaja pues que se vuelva loco conmigo leches... llevo dias petándolo y nada... ,2016-08-22 16:12:58,es,negative,jajajajaja pues vuelva loco conmigo leches llevo dias petándolo
767756240034361345,ProfeRiojano,@EduEmoEsc muchas gracias por seguirme. Nos leemos ,2016-08-22 16:12:06,es,positive,muchas gracias seguirme leemos
767756110015127552,merceroura,@victorypeace76 @martiade @YouTube lo de la sortija es un buen detalle!! gracias ,2016-08-22 16:11:35,es,positive,sortija buen detalle gracias
767762307556466688,noseashetero,@Escuarantula sigo siendo feo pero es que cuando me conociste no tenía el pelo rojo ,2016-08-22 16:36:13,es,negative,sigo siendo feo conociste pelo rojo
767762253953335298,Danini6,"Pocas maneras mejores se me ocurren para empezar una semana... 
https://t.co/P5wOXm5ffl",2016-08-22 16:36:00,es,positive,pocas maneras mejores ocurren empezar semana httpstcop5woxm5ffl
767766039417462785,AlaiaYeah,"gracias por ser mi sorpresa y ser tan genial, nos vemos pronto seguro @AntonLofer ",2016-08-22 16:51:02,es,positive,gracias ser sorpresa ser tan genial vemos pronto seguro
767764798738206721,BaltasarMilla,Ya a saber cuando vuelves a hacer un #FollowExpress  lloro @BlasAuryn,2016-08-22 16:46:07,es,negative,saber vuelves hacer followexpress lloro
767764285351202817,BaltasarMilla,¿Algún día seré feliz por tener tu follow? @BlasAuryn ,2016-08-22 16:44:04,es,negative,algún día feliz tener follow
767754109915131904,matioviedo,@CiudadanO_O @Moralzarzal con lo fácil q sería educar para éstas cosas... qué pena ,2016-08-22 16:03:38,es,negative,fácil q educar éstas cosas pena
767752844258652160,chamandemohias,"Hoy microaventura en #kayak con dos expertos kayakistas 
Ría de Villaviciosa. @ El Puntal… https://t.co/y7j88bRmYK",2016-08-22 15:58:36,es,positive,hoy microaventura kayak dos expertos kayakistas ría villaviciosa puntal httpstcoy7j88brmyk
768047633613086721,CandeLexa,"Quiero esta figura de Madison  ojalá que la próxima en salir sea Alicia
https://t.co/dTnJsrR8to",2016-08-23 11:30:00,es,positive,quiero figura madison ojalá próxima salir alicia httpstcodtnjsrr8to
768046274717347840,STIFF98_,@ladyfrigopie no lo has dicho. Eres rara.. bueno eres diferente ,2016-08-23 11:24:36,es,negative,dicho rara bueno diferente
768045493955985408,Zipitostio,"@ADios_hi @elespanolcom Pues menudo susto. Al poner ""Tolerdo"" pensé que se refería a su parodia @WillyTolerdoo ",2016-08-23 11:21:30,es,negative,pues menudo susto poner tolerdo pensé refería parodia
768106081251975168,MachiNimaCDS,"Rubén y Mangel deberían hacer como en 2013 y mencionarse en Twitter a cada rato.

Así nos harían felices  *no lo hacen*",2016-08-23 15:22:15,es,neutral,rubén mangel deberían hacer 2013 mencionarse twitter cada rato así harían felices hacen
768104934004912128,MariaCalleGonz1,@AntonioPV98 @CeliaOgalla28 mis amigos hablando jodes .... K bonita amistad ,2016-08-23 15:17:41,es,negative,amigos hablando jodes k bonita amistad
768104803411103745,AnarionLobogris,"@KatyKlav se siente, ya está dicho ",2016-08-23 15:17:10,es,neutral,dicho
768104771978989568,yeradis,"buenos billete pa cuba comprado, ahora a hacer mas dieta porque se ha deretido la tarjeta ",2016-08-23 15:17:02,es,positive,buenos billete pa cuba comprado ahora hacer mas dieta deretido tarjeta
768104574313984001,ksesbolita,@PapelitoRojo @sushuneta fue genial  debemos organizar más cosas así sin necesidad de que nadie abandone el país 😂,2016-08-23 15:16:15,es,positive,genial debemos organizar cosas así necesidad nadie abandone país
768107747959246848,Albaharu,@ericelhumano a las lesbianas machorras y eso ya no lo veo bien  de hecho lo malo de las pelis es que los suelen poner de personajes ...,2016-08-23 15:28:52,es,negative,lesbianas machorras veo bien hecho malo pelis suelen poner personajes
768109853919379456,jcms1985,"@slcuervo no se valora el potencial del español como lengua informativa en internet, negocio que se le escapa entre los dedos a España. ",2016-08-23 15:37:14,es,negative,valora potencial español lengua informativa internet negocio escapa dedos españa
768108422806069248,MarisaArtistt,En fin @kenneos espero que recibas este tuit en otra realidad alternativa donde sigues viva porque ahí no se acaba tu camino  ¡suerte!,2016-08-23 15:31:33,es,positive,fin espero recibas tuit realidad alternativa sigues viva ahí acaba camino suerte
768113469912674305,LuciaSanagus_ed,"@Bvillamor_gay ha sido un placer! Muy profesionales  hoy en @ed_tve a las 19,39 ",2016-08-23 15:51:36,es,positive,sido placer profesionales hoy 1939
768100750316695552,Fran87bcn,@Ana_d_Armas Tú tan bella y con estilo como siempre! Te mereces siempre lo mejor!! Eres maravillosa!! Besitos y feliz día! ,2016-08-23 15:01:04,es,positive,tan bella estilo siempre mereces siempre mejor maravillosa besitos feliz día
768099860717432832,Ranchoddasqk,"@cigotenks Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero ",2016-08-23 14:57:32,es,negative,apiado entero existen encuentras alguien lee primero
768119604438831105,ElenaaLopez7058,Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada ,2016-08-23 16:15:59,es,neutral,quiero hacerle especial david vea sonria ocurre
768102028648321024,G0kuB,"Lo he añadido porque antes no sabia hacerlo, pero estuve leyendo estos dias bastante y encontre el modo de hacerlo perfecto ",2016-08-23 15:06:08,es,positive,añadido sabia hacerlo leyendo dias bastante encontre modo hacerlo perfecto
768128068624023552,pagariapormorir,@AoDimi yo es que durante el verano y con la matricula hecha he cambiado de opinion. Quiero dar psicologia pero toca FP de infor ,2016-08-23 16:49:37,es,negative,verano matricula hecha cambiado opinion quiero dar psicologia toca fp infor
768127974864482304,Javliyo55,"@MonchoYT @JonathanFaus2 estoy cansado ya de salir a la calle y que todo el mundo me para para hacer fotos, esta vida es muy dura ",2016-08-23 16:49:14,es,negative,cansado salir calle mundo hacer fotos vida dura
768127541060177920,PasArte,.@UGMadrid la recomendación en nuestra. ¡Nada mejor que una buena partida de paintball! ,2016-08-23 16:47:31,es,positive,recomendación mejor buena partida paintball
768126310644387841,Javieleh,"@Mary___says no te voy a criticar por subir un video desagradable, pero te invito a que vayas a Cuba y te quedes un tiempo a ver que tal ",2016-08-23 16:42:38,es,negative,voy criticar subir video desagradable invito vayas cuba quedes tiempo ver tal
768099192451502080,ojalaunapolla,"@HawkersCo @Hawky_  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo ",2016-08-23 14:54:52,es,negative,necesitoelviajeaandalucia bueno si tal premio mongol así malo
768060551880699904,muwi_fest,@Rachel_Green_ Sí! El escenario MUWI Revellín es gratuito y abierto al público ,2016-08-23 12:21:20,es,positive,escenario muwi revellín gratuito abierto público
768032760711831553,iNorBe,"@FantasyLaLiga Hola no se actualiza clasificaciones y lo que es peor, el mercado está vacío desde hace tiempo ",2016-08-23 10:30:54,es,negative,hola actualiza clasificaciones peor mercado vacío hace tiempo
768031593680306176,MarioAstorga_,me voy a quedar afónico de tanto hacer guturales con fiebre ,2016-08-23 10:26:15,es,negative,voy quedar afónico hacer guturales fiebre
768031258760937472,G0kuB,"@Gabi_Herranz @KNekro La promocion solo es para los que no saben como gestionar un canal por si mismos al fin y al cabo, la via rapida ",2016-08-23 10:24:56,es,negative,promocion solo saben gestionar canal si mismos fin cabo via rapida
768030924500000768,G0kuB,"@Gabi_Herranz @KNekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ",2016-08-23 10:23:36,es,negative,dije 10 veces sigue pequeño odio comprensible siempre caere mal
768029086807629824,PoisonPsychotic,@mrswxllace tres tristes trokistas pican piedra en un gulag ,2016-08-23 10:16:18,es,negative,tres tristes trokistas pican piedra gulag
768090654689853441,verohidaalgo,"que te echo de menos cosa chicaa! 
 https://t.co/9QIk0GIVzO",2016-08-23 14:20:57,es,negative,echo menos cosa chicaa httpstco9qik0givzo
768088528236478464,Arukkard,"@sandyxyxx es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada ",2016-08-23 14:12:30,es,positive,amazon conozco llega lunes siéntete afortunada
768091850062368768,ilysmjd,"@gloriatn 
-felicidades!!! 🎉
-sales genial en tu icon
-no te conozco casi nada
- ",2016-08-23 14:25:42,es,positive,felicidades sales genial icon conozco casi
768091322058100737,grierfully,"Eso si, soy una persona MUY irónica y me gusta muchísimo el humor muy así ",2016-08-23 14:23:36,es,positive,si persona irónica gusta muchísimo humor así
768093221398478853,Winghahaven,"@HormigaZYT Como sé que eres un flipado y no vas a cambiar, enmarca esos defib kills, así tienes el unico award que enseñar a @edureus94 ",2016-08-23 14:31:09,es,negative,sé flipado vas cambiar enmarca defib kills así unico award enseñar
768092886248415232,melloncolliew,@kurokatze_ yo nunca la he podido ver entera porque literalmente me duermo ,2016-08-23 14:29:49,es,negative,nunca podido ver entera literalmente duermo
768092875741655046,Fran87bcn,@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! ,2016-08-23 14:29:46,es,positive,hola luis vendrás barcelona promocionar tardeparalaira abrazo crack feliz día
768096431492268032,CarmenNavas14,Ese momento en el que no tienes megas para ver el video y en casa de tu padre no hay wifi  #MamaHeAsesinadoAMiNovia,2016-08-23 14:43:54,es,negative,momento megas ver video casa padre wifi mamaheasesinadoaminovia
768096127434551302,Fran87bcn,@lejosdelmarfilm @VeronikaMoral Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos! ,2016-08-23 14:42:41,es,positive,verónika gran actriz sobretodo maravillosa persona deseando verla ahí besos
768095280415838208,LytosOfficial,Estoy preparando un montón de ideas muy chulas para el canal  poco a poco iremos subiendo el nivel y la calidad de los vídeos ,2016-08-23 14:39:20,es,positive,preparando montón ideas chulas canal iremos subiendo nivel calidad vídeos
768098117224894464,AmbrxsiaXV,"El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd ",2016-08-23 14:50:36,es,positive,día 2 exámenes suena lejano semana viene jajaxd
768097321024454656,patripurpose,"@intomyhoran casi todo tiene manteca de cerdo, las gominolas(tristemente) no son lo único ",2016-08-23 14:47:26,es,negative,casi manteca cerdo gominolastristemente único
768068952660537345,benalbeach_es,@ManuelIzquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre ,2016-08-23 12:54:43,es,positive,septiembre limitan horario toboganes piscinas siguen abiertas noviembre
767957176300306432,antoninegre,Buenos días @ainhoa_mallo  Y que podamos contarlo ,2016-08-23 05:30:33,es,positive,buenos días podamos contarlo
767942259442642944,mamenzgz1,"Buenos días, esto va en serio....primer día de curro..... #FelizMartes!! ",2016-08-23 04:31:16,es,positive,buenos días va serioprimer día curro felizmartes
768023352225259520,bezhor,Ultimamente estoy comiendo muchos macarrones... gracias Señor @marianorajoy sin ti esto no sería posible ,2016-08-23 09:53:31,es,negative,ultimamente comiendo macarrones gracias señor posible
768021821174255616,Zombafitness,@Duke_apologia ? Este Tweet no está disponible. dice q el link no existe ,2016-08-23 09:47:25,es,negative,tweet disponible dice q link existe
768020276353372160,IndependanceU18,"@LetInNeverlxnd se nos queda pequeña, sólo 300 de aforo ",2016-08-23 09:41:17,es,negative,queda pequeña sólo 300 aforo
768019941920473088,Fran87bcn,@sitgesfestival Genial!! Vendrá @RachelNichols1 ?? Saludos y buen día! ,2016-08-23 09:39:57,es,positive,genial vendrá saludos buen día
768012657815392256,lexjgd,"@nenina74 @CrisLaLider no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado ",2016-08-23 09:11:01,es,negative,acuerdo cicatrices siempre recuerdan dolor sufrido provocado
768012069018996736,turisDIY,@elPachinko ¡De nada! Me gustó mucho ese paseo alternativo por otro Gante ,2016-08-23 09:08:40,es,positive,gustó paseo alternativo gante
768011576561524736,nereust777,@Rubiu5 cuando diras los ganadores   PD:buenos dias que tengas un lindo day,2016-08-23 09:06:43,es,positive,diras ganadores pdbuenos dias lindo day
768010762719821824,aniiimaginary,"@hundredrooms @ohmyworld_es Qué chulada! Mola mucho el post, chicas! ",2016-08-23 09:03:29,es,positive,chulada mola post chicas
767997116979478529,Fran87bcn,@bekiaes También es el cumpleaños de la preciosa actriz @luudelafuente !! ,2016-08-23 08:09:16,es,positive,cumpleaños preciosa actriz
767996103103016960,KaichiZick95,Ayer iba a probarme el cosplay de Nozomi chico y verme los primeros caps de Diamond no Ace... y no pude ,2016-08-23 08:05:14,es,negative,ayer iba probarme cosplay nozomi chico verme primeros caps diamond ace pude
767818103845687296,sixteenjune,"@Neinyatta A mi el de Babe me gusta mucho, y si no sesderma creo que va muy bien ",2016-08-22 20:17:55,es,positive,babe gusta si sesderma creo va bien
767817660432257024,AlbGarD,"@MarioEM_95 aún le queda un poquillo, pero por supuesto. Aunque tengo lista de rivales pendientes ",2016-08-22 20:16:10,es,neutral,aún queda poquillo supuesto aunque lista rivales pendientes
767843914359373824,AndresMachoXIII,"Los canales de Latinoamérica como Andrés Navy, Extraordinerd o The Top Comics tampoco están nada mal, hay muy buen material ",2016-08-22 22:00:29,es,positive,canales latinoamérica andrés navy extraordinerd the top comics tampoco mal buen material
767843768066113537,AdriDeMagala,"@agarzon por cierto, felicidades  
Gran noticia.",2016-08-22 21:59:54,es,positive,cierto felicidades gran noticia
767843737913401344,Miguel_AGH,Hoy es el cumpleaños de lo más molón de La Hoya ¡Felicitad todos a la bonica y maja de @IrlesEva! ,2016-08-22 21:59:47,es,positive,hoy cumpleaños molón hoya felicitad bonica maja
767842807629377539,Vinchensogamer,"@doctorgaona Es intrigante la autoexploración de los estados de consciencia a través de un espejo, de la mano de un pionero como Gaona ",2016-08-22 21:56:05,es,positive,intrigante autoexploración consciencia través espejo mano pionero gaona
767839965472550912,NPKau,"Vale, pero creo que tendre un pequeño problema 
No se si podre tener las llaves el piso para las fotos https://t.co/WOvpvT0I7s",2016-08-22 21:44:48,es,negative,vale creo tendre pequeño problema si podre tener llaves piso fotos httpstcowovpvt0i7s
767839835625254912,FXBonet,@erlik imposible  he tenido un par de horas libres solo. ¡Ha sido una visita fugaz!,2016-08-22 21:44:17,es,negative,imposible par horas libres solo sido visita fugaz
767848218101215232,50centimosrise,De las pocas veces que hablamos por skype me pareciste una grandísima persona ,2016-08-22 22:17:35,es,positive,pocas veces hablamos skype pareciste grandísima persona
767847319194722304,SoniaCasGo,"@AgnesFL1984 Pues tuvo que ser al ponerme el pijama pq últimamente uso vestidos largos.
Tengo un ronchón considerable ",2016-08-22 22:14:01,es,negative,pues ser ponerme pijama pq últimamente uso vestidos largos ronchón considerable
767844691073232896,mellamanjota,"@chiscoyo hombre!  Yo siempre y con la gente que me cae bien claro, con los que me caen mal ni agua  Muacc",2016-08-22 22:03:34,es,neutral,hombre siempre gente cae bien claro caen mal agua muacc
767844147764064256,Alocen12,He vuelto a escuchar Orishas 5 años después y es maravilloso ,2016-08-22 22:01:25,es,positive,vuelto escuchar orishas 5 años después maravilloso
767870374931496960,ClaraFerrod21,Estoy pasando por una cuerda fina de inestabilidad emocional a gatas ,2016-08-22 23:45:38,es,negative,pasando cuerda fina inestabilidad emocional gatas
767869735266557952,laukailis,A ver que asi a lo tonto me quedan solo 2 dias en Galicia. ,2016-08-22 23:43:05,es,neutral,ver asi tonto quedan solo 2 dias galicia
767872120483446784,MariaCalleGonz1,Como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,2016-08-22 23:52:34,es,positive,apruebe si suspendo paso voy montar fiesta pararé beber k hígado reviente
767871079239053313,AlexysFlinG,"Os ha dado por un tweet mio del 16 de agosto a la hora de dormir cabrones, tendré que silenciar el movil ",2016-08-22 23:48:26,es,negative,dado tweet mio 16 agosto hora dormir cabrones silenciar movil
767846853459181569,rudeirwin,acabo de hablar con alba y ya esroy un poquito mejor ,2016-08-22 22:12:10,es,positive,acabo hablar alba esroy poquito mejor
767846757996847104,theaespanol,@landscps pues imaginate en una casa muy grande ,2016-08-22 22:11:47,es,neutral,pues imaginate casa grande
767872262519357441,HausofMai,vale acabo de ver algo muy desagradable gracias cris y buenas noches ,2016-08-22 23:53:08,es,negative,vale acabo ver desagradable gracias cris buenas noches
770331586197938176,nchazarra,"@relatosgregorio Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos ",2016-08-29 18:45:36,es,positive,gracias datos hoy día mejor catálogo sísmico datos históricos
770331121682944000,seruhiotkd,"@hyrulen @PartidoPACMA Claro, es que es muy común que en los pueblos no los tengan en pisos, los llevan a la huerta y los tienen solos ",2016-08-29 18:43:46,es,negative,claro común pueblos pisos llevan huerta solos
770386885428514821,neussgutierrez,@sammyriotmars Cierto  qué bonico es darles otra vida a los libros,2016-08-29 22:25:21,es,positive,cierto bonico darles vida libros
770386253141438464,Elwolfi10,@LoraInThePanda @_girlpride_ @Sorendix lo mas gracioso es que diciendo esas cosas solo fomenta aun mas el odio hacia el feminismo ,2016-08-29 22:22:50,es,negative,mas gracioso diciendo cosas solo fomenta aun mas odio hacia feminismo
770384873982922752,50centimosrise,"@OscarBV96 tio que depresión. Pero no pasa nada, el amor lo soluciona todo ",2016-08-29 22:17:21,es,positive,tio depresión pasa amor soluciona
770388896530239488,Veliamusica,"@wilma_lorenzo No dobles las esquinas! 😱😱 
Pon post-its!, se queda más cuqui  https://t.co/DFKQaseaNA",2016-08-29 22:33:20,es,neutral,dobles esquinas pon postits queda cuqui httpstcodfkqaseana
770384002733735936,Ivanoftheforest,"@SlaveofJavier, experto en hacer reencuentros inolvidables since 1994 ",2016-08-29 22:13:53,es,positive,experto hacer reencuentros inolvidables since 1994
770381455428050944,Luvbrains,"@JohanaGonzalezD y mi pobre hija tragando, no es justo ",2016-08-29 22:03:46,es,negative,pobre hija tragando justo
770390152887824384,SWTCRioja,Me gustaría arreglar tantas cosas pero no puedo arreglar ninguna y es muy frustrante ,2016-08-29 22:38:20,es,negative,gustaría arreglar tantas cosas puedo arreglar ninguna frustrante
770389837945966592,bocon28,"Se viene pelea y de las fuertes entre Willy Toledo y el Pequeño Nicolás  
#HableConEllas",2016-08-29 22:37:05,es,positive,viene pelea fuertes willy toledo pequeño nicolás hableconellas
770382432579248128,vanneontravel,#TrendingEstreno mi artista favorito es @LEONBENAVENTETW para ver en el @dcodefest  @Los40Trending,2016-08-29 22:07:39,es,positive,trendingestreno artista favorito ver
770393156735164417,vicentejuan,@ElviraChas #WillyToledo diciéndole a la cara las verdades de #HableConEllas. El primer entrevistado que se atreve a hacerlo en directo ,2016-08-29 22:50:16,es,positive,willytoledo diciéndole cara verdades hableconellas primer entrevistado atreve hacerlo directo
770035400220012544,manal20102,@rabiekhd jajajajajaja me meo que yo tengo mi novio y él tiene su novia y estamos los dos contentos ,2016-08-28 23:08:40,es,positive,jajajajajaja meo novio novia dos contentos
769982976201555970,neussgutierrez,"@RanLuna13 Ambientado también en Italia, es una comedia sobre una serie de parejas y entuertos, con honor, clase social y mucho humor ",2016-08-28 19:40:21,es,positive,ambientado italia comedia serie parejas entuertos honor clase social humor
770044642159161347,AlbaMenorV,"Se acabo lo bueno no tardes en volver 
 hasta el año que viene",2016-08-28 23:45:24,es,negative,acabo bueno tardes volver año viene
770043922542424066,manal20102,@rabiekhd @Omr_dh nos hemos conocido hace unos cuantos años y claro surgió el amor ,2016-08-28 23:42:32,es,positive,conocido hace cuantos años claro surgió amor
770043125347807232,ainhoa_barreiro,me pone muy nerviosa que la gente no entienda que A VECES PUEDO BROMEAR ,2016-08-28 23:39:22,es,negative,pone nerviosa gente entienda veces puedo bromear
770042393433403393,Cristi_latin,"@Juanjok Mira q me gustaría, Juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",2016-08-28 23:36:27,es,neutral,mira q gustaría juan hablar contigo emoticonos visto ntros móviles compatibles
770071758061834240,Ujsharp,"@Ricky_XCX @AikoLeru Gracias!! ^-^
Que pena  
Pero a la próxima será 👍",2016-08-29 01:33:09,es,negative,gracias pena próxima
770068054688620544,nacho_merinob,"@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ",2016-08-29 01:18:26,es,neutral,ay ayer publicaron vi entró sentimiento grande dentro
770072637540339714,SergiDean,"OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs",2016-08-29 01:36:38,es,negative,omg acertado premio calvin tampoco 1 2 aciertos vmas
770064698230407169,nalvarys,@Alex_Yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ,2016-08-29 01:05:05,es,negative,parece entretenida ojala oudiese acceder comunidades inglesas
770069393464299521,elputosocio,@ZoeStrange es que Nacho está haciendo una cadena graciosa ,2016-08-29 01:23:45,es,positive,nacho haciendo cadena graciosa
770070527943774208,Pablotenorio111,"@MrPlayforlive Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler ",2016-08-29 01:28:15,es,positive,ser filler bastante chicha xdd si bueno entra olimpo duel 2 mejores filler
770070227426172928,RafaMonster_,El principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #VMAs,2016-08-29 01:27:04,es,neutral,principio sido súper iconic movimiento iba muerta pobre vmas
770065881602850817,AndresNavyFenty,"@rafaMartos_ @IsraelGV2 cari pero ha sido la parte dance, después vendrá la parte vocal ",2016-08-29 01:09:47,es,neutral,cari sido parte dance después vendrá parte vocal
770312269121064960,limagemarketing,¡Gracias a ti @cesartgil! Que tengas una buena tarde  #FelizLunes,2016-08-29 17:28:51,es,positive,gracias buena tarde felizlunes
770301011047112704,IGOT7_Spain,"[INFO] IGOT7, no hemos comprartido nada sobre los ISAC porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",2016-08-29 16:44:07,es,negative,info igot7 comprartido isac permitido hacerlo emisión haced mismo entonces
770300836480163840,sephi_es,"@SweetSuricata me pasaba igual xD, de todos modos el control de NiOh no me gusta nada ",2016-08-29 16:43:25,es,negative,pasaba igual xd modos control nioh gusta
770300639771553792,CharlieSkelter,"@dafnedelray me siento very important jeje no en verdad no, esto es una mierda ",2016-08-29 16:42:38,es,negative,siento very important jeje verdad mierda
770299754576244736,HuGo17__,"VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto ",2016-08-29 16:39:07,es,positive,vale funciona aleluya cambiar boton palanza derecha izquierda q roto
770329882970714112,seruhiotkd,@hyrulen @PartidoPACMA Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas ,2016-08-29 18:38:50,es,positive,familia huerta perros unas condiciones estupendas
770295836634968068,Rasec_Rapper,"@Tu_PS4 @ComunidadFF Pues perfecto, una buena cerveza entra siempre bien ",2016-08-29 16:23:33,es,positive,pues perfecto buena cerveza entra siempre bien
770295011250409472,sara7ch,@pandeliria @eltuitdrink Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.,2016-08-29 16:20:16,es,positive,bien mundo tercera generación fav primera merece pena
770294513524957184,ValeskaLopez95,Sólo la Karlita me entiende y me da buenos consejos ,2016-08-29 16:18:18,es,positive,sólo karlita entiende da buenos consejos
770289448139497472,neussgutierrez,"@pau__27 Pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida ",2016-08-29 15:58:10,es,positive,alegría ver toda gente salido defensa clásicos cultura gratamente sorprendida
770289307487760385,orem9,@Belunitaaa algúno subiria acongojado por los precipicios ,2016-08-29 15:57:36,es,negative,algúno subiria acongojado precipicios
770317209797296128,thebravsthuffie,"🌼 evan peters 🌼

-casi siempre me equivoco y pongo evans peter 
-dejadme
-es muy sdasldjalsk",2016-08-29 17:48:29,es,negative,evan peters casi siempre equivoco pongo evans peter dejadme sdasldjalsk
770316471578796032,MigueelAngelR7,Me  he acostumbrado tanto a ver vídeos de @WildHater  pelirojo que veo  los suyos antiguos  y es como ,2016-08-29 17:45:33,es,neutral,acostumbrado ver vídeos pelirojo veo antiguos
